First Name,Email ID,Quantity,Events,Attendee Status,College Name,Event_Source,Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family_Income(Lack),Expected salary (Lack),Leadership- skills
stuart,stuart@xyz.com,1,product design & full stack,attending,"vidyalankar institute of technology, mumbai",spoc|college professor,students,2024,kollam,7.9,5,0-2,7,no
wilton,wilton@xyz.com,1,product design & full stack,attending,"vidyalankar institute of technology, mumbai",spoc|college professor,students,2023,bhopal,7.1,5,0-2,5,no
jeff,jeff@xyz.com,1,product design & full stack,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp|email,students,2024,thane,7.8,8,0-2,9,yes
marcy,marcy@xyz.com,1,product design & full stack,attending,silicon institute of technology,email,students,2025,matheran,9.6,6,0-2,21,no
myron,myron@xyz.com,1,product design & full stack,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",cloud counselage website|friend|classmate,students,2023,sangola,8.4,6,0-2,5,no
marta,marta@xyz.com,1,product design & full stack,attending,g h raisoni institut of engineering and technology pune,spoc|college professor,students,2023,wardha,9.9,5,0-2,8,no
rhoda,rhoda@xyz.com,1,product design & full stack,attending,government polytechnic gandhinagar,instagram|linkedin|email|cloud counselage website,students,2025,ulhasnagar,6.6,6,0-2,19,yes
romona,romona@xyz.com,1,product design & full stack,attending,"vishwakarma institute of technology, pune",email,students,2024,shillong,7.6,6,0-2,23,no
nora,nora@xyz.com,1,product design & full stack,attending,"kle society's college of bca, rls institute, belagavi",spoc|college professor,students,2025,amritsar,8.5,8,0-2,13,no
mi,mi@xyz.com,1,product design & full stack,attending,late g. n. sapkal college of engineering,facebook,students,2023,amer,8.3,3,0-2,18,no
arletta,arletta@xyz.com,1,product design & full stack,attending,g h raisoni institut of engineering and technology pune,email,students,2023,pali,7.4,8,0-2,25,yes
caroline,caroline@xyz.com,1,product design & full stack,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,whatsapp,students,2023,kanpur,8.7,8,0-2,21,no
jeanene,jeanene@xyz.com,1,product design & full stack,attending,silicon institute of technology,whatsapp,students,2025,lucknow,6.7,5,0-2,9,no
cliff,cliff@xyz.com,1,product design & full stack,attending,late g. n. sapkal college of engineering,whatsapp,students,2024,siliguri,7.9,6,0-2,24,no
lynn,lynn@xyz.com,1,product design & full stack,attending,a. c. patil college of engineering,whatsapp,students,2023,talmuk,8.3,8,0-2,21,yes
johnna,johnna@xyz.com,1,product design & full stack,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,youtube|facebook|instagram|whatsapp|email|telegram|twitter|friend|classmate,students,2023,sagar,7.7,3,0-2,25,no
danielle,danielle@xyz.com,1,product design & full stack,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",youtube,students,2023,dhule,7.7,8,0-2,8,yes
coral,coral@xyz.com,1,product design & full stack,attending,"vishwakarma institute of technology, pune",whatsapp,students,2025,navi mumbai,8.3,5,0-2,8,no
glennie,glennie@xyz.com,1,product design & full stack,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2023,sangrur,7.9,5,0-2,19,yes
lorine,lorine@xyz.com,1,product design & full stack,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2025,pali,7.9,8,0-2,22,yes
marguerite,marguerite@xyz.com,1,product design & full stack,attending,don bosco college of engineering fatorda goa,spoc|college professor,students,2025,jamnagar,7.6,6,0-2,19,no
leticia,leticia@xyz.com,1,product design & full stack,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",spoc|college professor,students,2024,nadiad,6.7,5,0-2,10,no
noe,noe@xyz.com,1,product design & full stack,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",spoc|college professor,students,2025,rajkot,9.5,6,0-2,15,no
rosie,rosie@xyz.com,1,product design & full stack,attending,new horizon institute of technology and management ,whatsapp|spoc|college professor,students,2024,faridabad,7.8,6,0-2,9,no
duane,duane@xyz.com,1,product design & full stack,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,whatsapp,students,2024,gonda,7.6,6,0-2,20,no
dominick,dominick@xyz.com,1,product design & full stack,attending,"vidyalankar institute of technology, mumbai",spoc|college professor,students,2023,ghaziabad,6.4,6,0-2,11,no
tomas,tomas@xyz.com,1,product design & full stack,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,whatsapp|friend|classmate,students,2025,gonda,8.4,6,0-2,24,yes
jerome,jerome@xyz.com,1,product design & full stack,attending,pillai college of engineering new panvel,spoc|college professor,students,2024,budaun,7.2,6,0-2,8,yes
edith,edith@xyz.com,1,product design & full stack,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",whatsapp,students,2023,varanasi,9.7,5,0-2,30,no
jeremy,jeremy@xyz.com,1,product design & full stack,attending,"vishwakarma institute of technology, pune",whatsapp,students,2026,almora,8.7,8,0-2,24,no
freddy,freddy@xyz.com,1,product design & full stack,attending,"kle society's college of bca, rls institute, belagavi",whatsapp,students,2023,alipore,6.5,5,0-2,8,no
rosemarie,rosemarie@xyz.com,1,product design & full stack,attending,government polytechnic gandhinagar,whatsapp,students,2024,durgapur,9.3,3,0-2,21,no
claudia,claudia@xyz.com,1,product design & full stack,attending,"mit academy of engineering ,alandi",spoc|college professor,students,2025,talmuk,8.3,5,0-2,7,no
shelley,shelley@xyz.com,1,product design & full stack,attending,wilson college ,whatsapp,students,2024,siuri,9.9,3,0-2,8,no
rogelio,rogelio@xyz.com,1,product design & full stack,attending,government polytechnic gandhinagar,whatsapp,students,2025,ujjain,7.4,3,0-2,7,yes
ginger,ginger@xyz.com,1,product design & full stack,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2023,bhandara,7.3,6,0-2,8,yes
eugenia,eugenia@xyz.com,1,product design & full stack,attending,late g. n. sapkal college of engineering,whatsapp,students,2026,buldhana,7.2,8,0-2,5,no
betsy,betsy@xyz.com,1,product design & full stack,attending,"symbiosis institute of technology, pune",spoc|college professor,students,2023,dhule,7.1,6,0-2,7,no
gale,gale@xyz.com,1,product design & full stack,attending,wilson college ,spoc|college professor,students,2025,thane,8.2,8,0-2,8,no
tracy,tracy@xyz.com,1,product design & full stack,attending,silicon institute of technology,whatsapp,students,2024,amritsar,6.7,3,0-2,5,no
florine,florine@xyz.com,1,product design & full stack,attending,don bosco college of engineering fatorda goa,whatsapp|spoc|college professor,students,2025,eluru,8.5,5,0-2,23,no
maureen,maureen@xyz.com,1,product design & full stack,attending,st xavier's college ,whatsapp,students,2023,nagaon,7.9,6,0-2,9,no
emanuel,emanuel@xyz.com,1,product design & full stack,attending,government polytechnic gandhinagar,whatsapp,students,2024,dehri,7.5,6,0-2,25,no
carey,carey@xyz.com,1,product design & full stack,attending,st.francis institute of technology,whatsapp|spoc|college professor,students,2024,muzaffarpur,9.5,8,0-2,16,no
lucile,lucile@xyz.com,1,product design & full stack,attending,late g. n. sapkal college of engineering,spoc|college professor,students,2024,siwan,9.2,6,0-2,19,yes
pierre,pierre@xyz.com,1,product design & full stack,attending,a. c. patil college of engineering,whatsapp,students,2026,bhilai,7.5,6,0-2,12,no
emile,emile@xyz.com,1,product design & full stack,attending,a. c. patil college of engineering,whatsapp,students,2025,kheda,8.1,5,0-2,24,no
dora,dora@xyz.com,1,product design & full stack,attending,"vidyalankar institute of technology, mumbai",youtube|facebook|instagram|whatsapp|email|friend|classmate,students,2024,rajkot,7.8,5,0-2,9,no
leeanne,leeanne@xyz.com,1,product design & full stack,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,college,students,2023,gulmarg,6.5,3,0-2,12,no
kristin,kristin@xyz.com,1,product design & full stack,attending,don bosco college of engineering fatorda goa,whatsapp|spoc|college professor,students,2023,rajouri,6.7,6,0-2,9,no
nathaniel,nathaniel@xyz.com,1,product design & full stack,attending,st xavier's college ,spoc|college professor,students,2025,udhampur,9.3,3,0-2,13,yes
kim,kim@xyz.com,1,product design & full stack,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",whatsapp,students,2026,ballari,8.9,5,0-2,25,no
tatiana,tatiana@xyz.com,1,product design & full stack,attending,g h raisoni institut of engineering and technology pune,spoc|college professor,students,2024,bengaluru,8.3,8,0-2,22,no
bernadine,bernadine@xyz.com,1,product design & full stack,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",whatsapp,students,2024,bidar,8.1,8,0-2,9,yes
simone,simone@xyz.com,1,product design & full stack,attending,"vishwakarma institute of technology, pune",whatsapp,students,2023,hasan,9.5,3,0-2,20,no
kaylee,kaylee@xyz.com,1,product design & full stack,attending,g h raisoni institut of engineering and technology pune,youtube|facebook|instagram|whatsapp|email|telegram|twitter|friend|classmate,students,2025,mysuru,7.5,5,0-2,17,no
rodney,rodney@xyz.com,1,product design & full stack,attending,new horizon institute of technology and management ,whatsapp,students,2024,guna,7.6,3,0-2,10,yes
ramon,ramon@xyz.com,1,product design & full stack,attending,"mit academy of engineering ,alandi",spoc|college professor,students,2023,orchha,9.1,8,0-2,20,no
antonia,antonia@xyz.com,1,product design & full stack,attending,a. c. patil college of engineering,whatsapp,students,2023,sagar,6.7,8,0-2,21,no
devin,devin@xyz.com,1,product design & full stack,attending,wilson college ,spoc|college professor,students,2026,satna,7.1,3,0-2,9,yes
benton,benton@xyz.com,1,product design & full stack,attending,ap shah institute of technology ,whatsapp,students,2024,buldhana,9.1,8,0-2,19,no
roberto,roberto@xyz.com,1,product design & full stack,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",whatsapp,students,2024,navi mumbai,7.3,8,0-2,24,no
alex,alex@xyz.com,1,product design & full stack,attending,g h raisoni institut of engineering and technology pune,facebook|instagram,students,2024,mumbai,7.9,6,0-2,17,no
connie,connie@xyz.com,1,product design & full stack,attending,government polytechnic gandhinagar,telegram,students,2023,nagpur,9.9,8,0-2,11,yes
elijah,elijah@xyz.com,1,product design & full stack,attending,new horizon institute of technology and management ,friend|classmate,students,2023,pune,7.8,3,0-2,25,yes
jasmine,jasmine@xyz.com,1,product design & full stack,attending,a. c. patil college of engineering,whatsapp,students,2023,sangola,8.0,6,7-8,8,yes
treena,treena@xyz.com,1,product design & full stack,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,spoc|college professor,students,2023,baleshwar,9.3,6,0-2,28,no
erin,erin@xyz.com,1,product design & full stack,attending,silicon institute of technology,whatsapp,students,2025,mahe,7.6,6,0-2,8,no
dewayne,dewayne@xyz.com,1,product design & full stack,attending,don bosco college of engineering fatorda goa,whatsapp,students,2026,patiala,8.7,6,2-5,7,yes
rickey,rickey@xyz.com,1,product design & full stack,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",whatsapp,students,2025,barmer,7.6,6,0-2,6,yes
janie,janie@xyz.com,1,product design & full stack,attending,government polytechnic gandhinagar,spoc|college professor,students,2024,jaipur,8.3,5,0-2,7,no
veta,veta@xyz.com,1,product design & full stack,attending,g h raisoni institut of engineering and technology pune,college,students,2023,kota,7.1,6,0-2,6,no
brandy,brandy@xyz.com,1,product design & full stack,attending,government polytechnic gandhinagar,whatsapp|spoc|college professor,students,2025,pali,7.5,3,0-2,8,no
milton,milton@xyz.com,1,product design & full stack,attending,g h raisoni institut of engineering and technology pune,whatsapp,students,2024,budaun,7.1,3,0-2,20,no
alfred,alfred@xyz.com,1,product design & full stack,attending,"kle society's college of bca, rls institute, belagavi",whatsapp,students,2024,mathura,6.7,5,0-2,8,yes
virgil,virgil@xyz.com,1,product design & full stack,attending,"symbiosis institute of technology, pune",spoc|college professor,students,2025,haora,9.1,6,0-2,19,yes
june,june@xyz.com,1,product design & full stack,attending,don bosco college of engineering fatorda goa,spoc|college professor,students,2023,talmuk,9.8,6,0-2,23,yes
marjory,marjory@xyz.com,1,product design & full stack,attending,pillai college of engineering new panvel,email,students,2023,siuri,9.6,6,0-2,18,no
joni,joni@xyz.com,1,product design & full stack,attending,"vidyalankar institute of technology, mumbai",whatsapp,students,2024,orchha,6.2,8,0-2,9,yes
lisette,lisette@xyz.com,1,product design & full stack,attending,wilson college ,whatsapp,students,2024,jalgaon,8.9,5,0-2,7,yes
alton,alton@xyz.com,1,product design & full stack,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2026,kalyan,9.5,8,0-2,13,no
deandra,deandra@xyz.com,1,product design & full stack,attending,late g. n. sapkal college of engineering,youtube|facebook|whatsapp|email,students,2023,amer,7.6,3,0-2,11,no
bernard,bernard@xyz.com,1,product design & full stack,attending,"symbiosis institute of technology, pune",whatsapp,students,2024,barmer,7.9,3,0-2,12,no
clair,clair@xyz.com,1,product design & full stack,attending,"mit academy of engineering ,alandi",youtube|facebook|whatsapp,students,2023,bikaner,7.7,8,0-2,10,yes
bianca,bianca@xyz.com,1,product design & full stack,attending,"mit academy of engineering ,alandi",spoc|college professor,students,2024,kota,9.5,5,0-2,20,yes
regina,regina@xyz.com,1,product design & full stack,attending,"thakur institute of management studies, career development & research - [timscdr]",whatsapp,students,2025,dwarka,7.5,8,0-2,18,no
tyrone,tyrone@xyz.com,1,product design & full stack,attending,"priyadarshini college of engineering, nagpur ",email,students,2024,jamnagar,7.5,3,0-2,30,no
willene,willene@xyz.com,1,product design & full stack,attending,pillai college of engineering new panvel,whatsapp|spoc|college professor,students,2025,okha,8.7,3,0-2,19,no
hazel,hazel@xyz.com,1,product design & full stack,attending,st xavier's college ,whatsapp|spoc|college professor,students,2023,rajkot,6.7,6,0-2,18,yes
gordon,gordon@xyz.com,1,product design & full stack,attending,g h raisoni institut of engineering and technology pune,whatsapp,students,2025,hisar,8.1,6,0-2,8,no
isaiah,isaiah@xyz.com,1,product design & full stack,attending,dkte society's textile and engineering institute ichalkaranji,whatsapp,students,2025,budaun,7.7,8,0-2,8,no
stewart,stewart@xyz.com,1,product design & full stack,attending,a. c. patil college of engineering,whatsapp,students,2023,kanpur,7.2,6,0-2,8,no
